doc_id,file_name,title,local_path,page_count,table_number,table_title,start_printed_page,start_page_index,end_page_index,page_span_count,page_indexes,start_pdf_page,end_pdf_page,next_table_number,next_table_start_page_index,next_later_start_page_index,topic,geography,part_or_section,subentry_count,span_flags,needs_review
1911_census_volume_iii_part_x_families,1911 Census - Volume III - Part X Families.pdf,2112.0 - Volume III - Part X Families,data\raw\abs_1911_census\1911 Census - Volume III - Part X Families.pdf,104,18,"Average Issue of Wives in the Commonwealth of Australia, at the Census of 3rd April, 1911, classified according to Duration of Marriage and Age",1184,81,84,4,81 | 82 | 83 | 84,82,85,19,81,85,Average Issue of Wives,Commonwealth of Australia,Part X Families,0,same_page_as_next_table_start,True
1911_census_volume_iii_part_x_families,1911 Census - Volume III - Part X Families.pdf,2112.0 - Volume III - Part X Families,data\raw\abs_1911_census\1911 Census - Volume III - Part X Families.pdf,104,19,"Average Issue of Wives in the States and Territories of the Commonwealth of Australia, at the Census of 3rd April, 1911, classified according to Duration of Marriage and Age",1184,81,84,4,81 | 82 | 83 | 84,82,85,20,85,85,Average Issue of Wives,States and Territories of Australia,Part X Families,8,same_page_as_previous_table_start,True
1911_census_volume_iii_part_xii_occupations,1911 Census - Volume III - Part XII Occupations.pdf,2112.0 - Volume III - Part XII Occupations,data\raw\abs_1911_census\1911 Census - Volume III - Part XII Occupations.pdf,570,74,"Grades of Occupation in Counties within the State of Victoria, at the Census of 3rd April, 1911",1819,540,540,1,540,541,541,75,540,541,Occupations,Victoria,Part XII,0,same_page_as_next_table_start,True
1911_census_volume_iii_part_xii_occupations,1911 Census - Volume III - Part XII Occupations.pdf,2112.0 - Volume III - Part XII Occupations,data\raw\abs_1911_census\1911 Census - Volume III - Part XII Occupations.pdf,570,75,"Grades of Occupation in Census Districts within the State of Queensland, at the Census of 3rd April, 1911",1819,540,540,1,540,541,541,76,541,541,Occupations,Queensland,Part XII,0,same_page_as_previous_table_start,True
1911_census_volume_iii_part_xii_occupations,1911 Census - Volume III - Part XII Occupations.pdf,2112.0 - Volume III - Part XII Occupations,data\raw\abs_1911_census\1911 Census - Volume III - Part XII Occupations.pdf,570,79,"Grades of Occupation in Counties within the Northern Territory, at the Census of 3rd April, 1911",1823,544,544,1,544,545,545,80,544,545,Occupations,Northern Territory,Part XII,0,same_page_as_next_table_start,True
1911_census_volume_iii_part_xii_occupations,1911 Census - Volume III - Part XII Occupations.pdf,2112.0 - Volume III - Part XII Occupations,data\raw\abs_1911_census\1911 Census - Volume III - Part XII Occupations.pdf,570,80,"Grades of Occupation within the Federal Capital Territory, at the Census of 3rd April, 1911",1823,544,544,1,544,545,545,81,545,545,Occupations,Federal Capital Territory,Part XII,0,same_page_as_previous_table_start,True
1911_census_volume_iii_part_xii_occupations,1911 Census - Volume III - Part XII Occupations.pdf,2112.0 - Volume III - Part XII Occupations,data\raw\abs_1911_census\1911 Census - Volume III - Part XII Occupations.pdf,570,89,"Unemployed Males in the Commonwealth of Australia, at the Census of 3rd April, 1911, classified according to Period of Unemployment and Age",1844,565,566,2,565 | 566,566,567,90,565,567,Unemployment,Australia,Part XII,0,same_page_as_next_table_start,True
1911_census_volume_iii_part_xii_occupations,1911 Census - Volume III - Part XII Occupations.pdf,2112.0 - Volume III - Part XII Occupations,data\raw\abs_1911_census\1911 Census - Volume III - Part XII Occupations.pdf,570,90,"Unemployed Males in the States and Territories of the Commonwealth of Australia, at the Census of 3rd April, 1911, classified according to Period of Unemployment and Age",1844,565,566,2,565 | 566,566,567,91,567,567,Unemployment,Australia,Part XII,8,same_page_as_previous_table_start,True
1911_census_volume_iii_part_xiii_dwellings,1911 Census - Volume III - Part XIII Dwellings.pdf,2112.0 - Volume III - Part XIII Dwellings,data\raw\abs_1911_census\1911 Census - Volume III - Part XIII Dwellings.pdf,200,1,"Dwellings Occupied, Unoccupied and Being Built in the several States and Territories of the Commonwealth of Australia, at the Census of 3rd April, 1911",1853,4,4,1,4,5,5,2,4,5,"Dwellings Occupied, Unoccupied and Being Built",Commonwealth of Australia,Part XIII Dwellings,0,same_page_as_next_table_start,True
1911_census_volume_iii_part_xiii_dwellings,1911 Census - Volume III - Part XIII Dwellings.pdf,2112.0 - Volume III - Part XIII Dwellings,data\raw\abs_1911_census\1911 Census - Volume III - Part XIII Dwellings.pdf,200,2,"Metropolitan and Extra-Metropolitan Area, Population, Density, etc., in the several States and Territories of the Commonwealth of Australia, at the Census of 3rd April, 1911",1853,4,4,1,4,5,5,3,5,5,"Metropolitan and Extra-Metropolitan Area, Population, Density, etc.",Commonwealth of Australia,Part XIII Dwellings,0,same_page_as_previous_table_start,True
1911_census_volume_iii_part_xiii_dwellings,1911 Census - Volume III - Part XIII Dwellings.pdf,2112.0 - Volume III - Part XIII Dwellings,data\raw\abs_1911_census\1911 Census - Volume III - Part XIII Dwellings.pdf,200,3,"Occupied Dwellings in the several States and Territories of the Commonwealth of Australia, at the Census of 3rd April, 1911, classified according to Nature of Dwelling",1854,5,6,2,5 | 6,6,7,4,5,7,Occupied Dwellings classified according to Nature of Dwelling,Commonwealth of Australia,Part XIII Dwellings,0,same_page_as_next_table_start,True
1911_census_volume_iii_part_xiii_dwellings,1911 Census - Volume III - Part XIII Dwellings.pdf,2112.0 - Volume III - Part XIII Dwellings,data\raw\abs_1911_census\1911 Census - Volume III - Part XIII Dwellings.pdf,200,4,"Occupied Dwellings in the several States and Territories of the Commonwealth of Australia, at the Census of 3rd April, 1911, classified according to Number of Rooms",1854,5,6,2,5 | 6,6,7,5,7,7,Occupied Dwellings classified according to Number of Rooms,Commonwealth of Australia,Part XIII Dwellings,0,same_page_as_previous_table_start,True
1911_census_volume_iii_part_xiii_dwellings,1911 Census - Volume III - Part XIII Dwellings.pdf,2112.0 - Volume III - Part XIII Dwellings,data\raw\abs_1911_census\1911 Census - Volume III - Part XIII Dwellings.pdf,200,10,"Occupied Dwellings in the Commonwealth of Australia, at the Census of 3rd April, 1911, classified according to Nature of Dwelling and Number of Rooms",1864,15,20,6,15 | 16 | 17 | 18 | 19 | 20,16,21,11,15,21,Occupied Dwellings classified according to Nature of Dwelling and Number of Rooms,Commonwealth of Australia,Part XIII Dwellings,0,same_page_as_next_table_start,True
1911_census_volume_iii_part_xiii_dwellings,1911 Census - Volume III - Part XIII Dwellings.pdf,2112.0 - Volume III - Part XIII Dwellings,data\raw\abs_1911_census\1911 Census - Volume III - Part XIII Dwellings.pdf,200,11,"Occupied Dwellings in the several States and Territories of the Commonwealth of Australia, at the Census of 3rd April, 1911, classified according to Nature of Dwelling and Number of Rooms",1864,15,20,6,15 | 16 | 17 | 18 | 19 | 20,16,21,12,21,21,Occupied Dwellings classified according to Nature of Dwelling and Number of Rooms,Commonwealth of Australia,Part XIII Dwellings,8,same_page_as_previous_table_start,True
1911_census_volume_iii_part_xiii_dwellings,1911 Census - Volume III - Part XIII Dwellings.pdf,2112.0 - Volume III - Part XIII Dwellings,data\raw\abs_1911_census\1911 Census - Volume III - Part XIII Dwellings.pdf,200,18,"Occupied Dwellings in the State of Tasmania, at the Census of 3rd April, 1911, classified according to Materials of which outer walls were built and Number of Rooms",1882,33,34,2,33 | 34,34,35,19,33,35,Occupied Dwellings classified according to Materials of outer walls and Number of Rooms,Tasmania,Part XIII Dwellings,0,same_page_as_next_table_start,True
1911_census_volume_iii_part_xiii_dwellings,1911 Census - Volume III - Part XIII Dwellings.pdf,2112.0 - Volume III - Part XIII Dwellings,data\raw\abs_1911_census\1911 Census - Volume III - Part XIII Dwellings.pdf,200,19,"Occupied Dwellings in the Northern Territory, at the Census of 3rd April, 1911, classified according to Materials of which outer walls were built and Number of Rooms",1882,33,34,2,33 | 34,34,35,20,35,35,Occupied Dwellings classified according to Materials of outer walls and Number of Rooms,Northern Territory,Part XIII Dwellings,0,same_page_as_previous_table_start,True
1911_census_volume_iii_part_xiii_dwellings,1911 Census - Volume III - Part XIII Dwellings.pdf,2112.0 - Volume III - Part XIII Dwellings,data\raw\abs_1911_census\1911 Census - Volume III - Part XIII Dwellings.pdf,200,27,"Occupied Dwellings in the State of Tasmania, at the Census of 3rd April, 1911, classified according to Materials of which outer walls were built and Number of Inmates",1898,49,50,2,49 | 50,50,51,28,49,51,Occupied Dwellings classified according to Materials of outer walls and Number of Inmates,Tasmania,Part XIII Dwellings,0,same_page_as_next_table_start,True
1911_census_volume_iii_part_xiii_dwellings,1911 Census - Volume III - Part XIII Dwellings.pdf,2112.0 - Volume III - Part XIII Dwellings,data\raw\abs_1911_census\1911 Census - Volume III - Part XIII Dwellings.pdf,200,28,"Occupied Dwellings in the Northern Territory, at the Census of 3rd April, 1911, classified according to Materials of which outer walls were built and Number of Inmates",1898,49,50,2,49 | 50,50,51,29,51,51,Occupied Dwellings classified according to Materials of outer walls and Number of Inmates,Northern Territory,Part XIII Dwellings,0,same_page_as_previous_table_start,True
1911_census_volume_iii_part_xiii_dwellings,1911 Census - Volume III - Part XIII Dwellings.pdf,2112.0 - Volume III - Part XIII Dwellings,data\raw\abs_1911_census\1911 Census - Volume III - Part XIII Dwellings.pdf,200,46,"Occupied Dwellings in the Northern Territory, at the Census of 3rd April, 1911, classified according to Weekly Rental Value and Number of Rooms",1948,99,100,2,99 | 100,100,101,47,99,101,Occupied Dwellings classified according to Weekly Rental Value and Number of Rooms,Northern Territory,Part XIII Dwellings,0,same_page_as_next_table_start,True
1911_census_volume_iii_part_xiii_dwellings,1911 Census - Volume III - Part XIII Dwellings.pdf,2112.0 - Volume III - Part XIII Dwellings,data\raw\abs_1911_census\1911 Census - Volume III - Part XIII Dwellings.pdf,200,47,"Occupied Dwellings in the Federal Territory, at the Census of 3rd April, 1911, classified according to Weekly Rental Value and Number of Rooms",1948,99,100,2,99 | 100,100,101,48,101,101,Occupied Dwellings classified according to Weekly Rental Value and Number of Rooms,Federal Territory,Part XIII Dwellings,0,same_page_as_previous_table_start,True
1911_census_volume_iii_part_xiii_dwellings,1911 Census - Volume III - Part XIII Dwellings.pdf,2112.0 - Volume III - Part XIII Dwellings,data\raw\abs_1911_census\1911 Census - Volume III - Part XIII Dwellings.pdf,200,50,"Dwellings, Occupied, Unoccupied and Being Built in the Metropolitan Areas of the several States of the Commonwealth of Australia, at the Census of 3rd April, 1911",1962,113,113,1,113,114,114,51,113,114,"Dwellings, Occupied, Unoccupied and Being Built in Metropolitan Areas",Metropolitan Areas of Australia,Part XIII Dwellings,0,same_page_as_next_table_start,True
1911_census_volume_iii_part_xiii_dwellings,1911 Census - Volume III - Part XIII Dwellings.pdf,2112.0 - Volume III - Part XIII Dwellings,data\raw\abs_1911_census\1911 Census - Volume III - Part XIII Dwellings.pdf,200,51,"Occupied Dwellings in the Metropolitan Areas of the several States of the Commonwealth of Australia, at the Census of 3rd April, 1911, classified according to Nature of Dwelling",1962,113,113,1,113,114,114,52,114,114,Occupied Dwellings in Metropolitan Areas classified according to Nature of Dwelling,Metropolitan Areas of Australia,Part XIII Dwellings,0,same_page_as_previous_table_start,True
1911_census_volume_iii_part_xiii_dwellings,1911 Census - Volume III - Part XIII Dwellings.pdf,2112.0 - Volume III - Part XIII Dwellings,data\raw\abs_1911_census\1911 Census - Volume III - Part XIII Dwellings.pdf,200,59,"Average Number of Inmates per Occupied Private Dwelling (classified according to Number of Rooms) in the several States and Territories of the Commonwealth of Australia, at the Census of 3rd April, 1911",1974,125,126,2,125 | 126,126,127,60,125,127,Average Number of Inmates per Occupied Private Dwelling,Commonwealth of Australia,Part XIII Dwellings,0,same_page_as_next_table_start,True
1911_census_volume_iii_part_xiii_dwellings,1911 Census - Volume III - Part XIII Dwellings.pdf,2112.0 - Volume III - Part XIII Dwellings,data\raw\abs_1911_census\1911 Census - Volume III - Part XIII Dwellings.pdf,200,60,"Average Number of Inmates per Room in Occupied Private Dwellings (classified according to Number of Rooms) in the several States and Territories of the Commonwealth of Australia, at the Census of 3rd April, 1911",1974,125,126,2,125 | 126,126,127,61,125,127,Average Number of Inmates per Room in Occupied Private Dwellings,Commonwealth of Australia,Part XIII Dwellings,0,same_page_as_next_table_start | same_page_as_previous_table_start,True
1911_census_volume_iii_part_xiii_dwellings,1911 Census - Volume III - Part XIII Dwellings.pdf,2112.0 - Volume III - Part XIII Dwellings,data\raw\abs_1911_census\1911 Census - Volume III - Part XIII Dwellings.pdf,200,61,"Average Weekly Rental Value of Occupied Private Dwellings (classified according to Number of Rooms) in the several States and Territories of the Commonwealth of Australia, at the Census of 3rd April, 1911",1974,125,126,2,125 | 126,126,127,62,127,127,Average Weekly Rental Value of Occupied Private Dwellings,Commonwealth of Australia,Part XIII Dwellings,0,same_page_as_previous_table_start,True
1911_census_volume_iii_part_xiii_dwellings,1911 Census - Volume III - Part XIII Dwellings.pdf,2112.0 - Volume III - Part XIII Dwellings,data\raw\abs_1911_census\1911 Census - Volume III - Part XIII Dwellings.pdf,200,62,"Average Weekly Rental Value per Room in Occupied Private Dwellings (classified according to Number of Rooms) in the several States and Territories of the Commonwealth of Australia, at the Census of 3rd April, 1911",1976,127,128,2,127 | 128,128,129,63,127,129,Average Weekly Rental Value per Room in Occupied Private Dwellings,Commonwealth of Australia,Part XIII Dwellings,0,same_page_as_next_table_start,True
1911_census_volume_iii_part_xiii_dwellings,1911 Census - Volume III - Part XIII Dwellings.pdf,2112.0 - Volume III - Part XIII Dwellings,data\raw\abs_1911_census\1911 Census - Volume III - Part XIII Dwellings.pdf,200,63,"Average Weekly Rental Value per Inmate in Occupied Private Dwellings (classified according to Number of Rooms) in the several States and Territories of the Commonwealth of Australia, at the Census of 3rd April, 1911",1976,127,128,2,127 | 128,128,129,64,129,129,Average Weekly Rental Value per Inmate in Occupied Private Dwellings,Commonwealth of Australia,Part XIII Dwellings,0,same_page_as_previous_table_start,True
1911_census_volume_iii_part_xiv_summary,1911 Census - Volume III - Part XIV Summary.pdf,2112.0 - Volume III - Part XIV Summary,data\raw\abs_1911_census\1911 Census - Volume III - Part XIV Summary.pdf,244,1,Population of States and Territories,2054,5,5,1,5,6,6,2,5,6,Population,States and Territories,Introductory Section.-POPULATION,0,same_page_as_next_table_start,True
1911_census_volume_iii_part_xiv_summary,1911 Census - Volume III - Part XIV Summary.pdf,2112.0 - Volume III - Part XIV Summary,data\raw\abs_1911_census\1911 Census - Volume III - Part XIV Summary.pdf,244,2,Full-blooded Aboriginals enumerated in States and Territories,2054,5,5,1,5,6,6,3,5,6,Population,States and Territories,Introductory Section.-POPULATION,0,same_page_as_next_table_start | same_page_as_previous_table_start,True
1911_census_volume_iii_part_xiv_summary,1911 Census - Volume III - Part XIV Summary.pdf,2112.0 - Volume III - Part XIV Summary,data\raw\abs_1911_census\1911 Census - Volume III - Part XIV Summary.pdf,244,3,"Comparison of Population, 1881, 1891, 1901 and 1911",2054,5,5,1,5,6,6,4,6,6,Population,Australia,Introductory Section.-POPULATION,0,same_page_as_previous_table_start,True
1911_census_volume_iii_part_xiv_summary,1911 Census - Volume III - Part XIV Summary.pdf,2112.0 - Volume III - Part XIV Summary,data\raw\abs_1911_census\1911 Census - Volume III - Part XIV Summary.pdf,244,34,Metropolitan and Extra-Metropolitan Population of Queensland,2090,41,41,1,41,42,42,35,41,42,Length of Residence,Queensland,Section 3.-LENGTH OF RESIDENCE,0,same_page_as_next_table_start,True
1911_census_volume_iii_part_xiv_summary,1911 Census - Volume III - Part XIV Summary.pdf,2112.0 - Volume III - Part XIV Summary,data\raw\abs_1911_census\1911 Census - Volume III - Part XIV Summary.pdf,244,35,Metropolitan and Extra-Metropolitan Population of South Australia,2090,41,41,1,41,42,42,36,42,42,Length of Residence,South Australia,Section 3.-LENGTH OF RESIDENCE,0,same_page_as_previous_table_start,True
1911_census_volume_iii_part_xiv_summary,1911 Census - Volume III - Part XIV Summary.pdf,2112.0 - Volume III - Part XIV Summary,data\raw\abs_1911_census\1911 Census - Volume III - Part XIV Summary.pdf,244,36,Metropolitan and Extra-Metropolitan Population of Western Australia,2091,42,42,1,42,43,43,37,42,43,Length of Residence,Western Australia,Section 3.-LENGTH OF RESIDENCE,0,same_page_as_next_table_start,True
1911_census_volume_iii_part_xiv_summary,1911 Census - Volume III - Part XIV Summary.pdf,2112.0 - Volume III - Part XIV Summary,data\raw\abs_1911_census\1911 Census - Volume III - Part XIV Summary.pdf,244,37,Metropolitan and Extra-Metropolitan Population of Tasmania,2091,42,42,1,42,43,43,38,43,43,Length of Residence,Tasmania,Section 3.-LENGTH OF RESIDENCE,0,same_page_as_previous_table_start,True
1911_census_volume_iii_part_xiv_summary,1911 Census - Volume III - Part XIV Summary.pdf,2112.0 - Volume III - Part XIV Summary,data\raw\abs_1911_census\1911 Census - Volume III - Part XIV Summary.pdf,244,39,"Population of the Commonwealth, in Age Groups",2093,44,44,1,44,45,45,40,44,45,Education,Commonwealth,Section 4.-EDUCATION,0,same_page_as_next_table_start,True
1911_census_volume_iii_part_xiv_summary,1911 Census - Volume III - Part XIV Summary.pdf,2112.0 - Volume III - Part XIV Summary,data\raw\abs_1911_census\1911 Census - Volume III - Part XIV Summary.pdf,244,40,"Population of the State of New South Wales, in Age Groups",2093,44,44,1,44,45,45,41,45,45,Education,New South Wales,Section 4.-EDUCATION,0,same_page_as_previous_table_start,True
1911_census_volume_iii_part_xiv_summary,1911 Census - Volume III - Part XIV Summary.pdf,2112.0 - Volume III - Part XIV Summary,data\raw\abs_1911_census\1911 Census - Volume III - Part XIV Summary.pdf,244,41,"Population of the State of Victoria, in Age Groups",2094,45,45,1,45,46,46,42,45,46,Education,Victoria,Section 4.-EDUCATION,0,same_page_as_next_table_start,True
1911_census_volume_iii_part_xiv_summary,1911 Census - Volume III - Part XIV Summary.pdf,2112.0 - Volume III - Part XIV Summary,data\raw\abs_1911_census\1911 Census - Volume III - Part XIV Summary.pdf,244,42,"Population of the State of Queensland, in Age Groups",2094,45,45,1,45,46,46,43,46,46,Education,Queensland,Section 4.-EDUCATION,0,same_page_as_previous_table_start,True
1911_census_volume_iii_part_xiv_summary,1911 Census - Volume III - Part XIV Summary.pdf,2112.0 - Volume III - Part XIV Summary,data\raw\abs_1911_census\1911 Census - Volume III - Part XIV Summary.pdf,244,43,"Population of the State of South Australia, in Age Groups",2095,46,46,1,46,47,47,44,46,47,Education,South Australia,Section 4.-EDUCATION,0,same_page_as_next_table_start,True
1911_census_volume_iii_part_xiv_summary,1911 Census - Volume III - Part XIV Summary.pdf,2112.0 - Volume III - Part XIV Summary,data\raw\abs_1911_census\1911 Census - Volume III - Part XIV Summary.pdf,244,44,"Population of the State of Western Australia, in Age Groups",2095,46,46,1,46,47,47,45,47,47,Education,Western Australia,Section 4.-EDUCATION,0,same_page_as_previous_table_start,True
1911_census_volume_iii_part_xiv_summary,1911 Census - Volume III - Part XIV Summary.pdf,2112.0 - Volume III - Part XIV Summary,data\raw\abs_1911_census\1911 Census - Volume III - Part XIV Summary.pdf,244,45,"Population of the State of Tasmania, in Age Groups",2096,47,47,1,47,48,48,46,47,48,Education,Tasmania,Section 4.-EDUCATION,0,same_page_as_next_table_start,True
1911_census_volume_iii_part_xiv_summary,1911 Census - Volume III - Part XIV Summary.pdf,2112.0 - Volume III - Part XIV Summary,data\raw\abs_1911_census\1911 Census - Volume III - Part XIV Summary.pdf,244,46,"Population of the Northern Territory, in Age Groups",2096,47,47,1,47,48,48,47,48,48,Education,Northern Territory,Section 4.-EDUCATION,0,same_page_as_previous_table_start,True
1911_census_volume_iii_part_xiv_summary,1911 Census - Volume III - Part XIV Summary.pdf,2112.0 - Volume III - Part XIV Summary,data\raw\abs_1911_census\1911 Census - Volume III - Part XIV Summary.pdf,244,62,Comparative Statement of Population at the Censuses of 1901 and 1911,2113,64,68,5,64 | 65 | 66 | 67 | 68,65,69,63,64,69,Religion,Australia,Section 6.-RELIGION,0,same_page_as_next_table_start,True
1911_census_volume_iii_part_xiv_summary,1911 Census - Volume III - Part XIV Summary.pdf,2112.0 - Volume III - Part XIV Summary,data\raw\abs_1911_census\1911 Census - Volume III - Part XIV Summary.pdf,244,63,Metropolitan and Extra-Metropolitan Population in States of-,2113,64,68,5,64 | 65 | 66 | 67 | 68,65,69,64,69,69,Religion,States,Section 6.-RELIGION,6,same_page_as_previous_table_start,True
1911_census_volume_iii_part_xiv_summary,1911 Census - Volume III - Part XIV Summary.pdf,2112.0 - Volume III - Part XIV Summary,data\raw\abs_1911_census\1911 Census - Volume III - Part XIV Summary.pdf,244,71,Summary by States and Territories,2126,77,77,1,77,78,78,72,77,78,Persons of Non-European Race,States and Territories,Section 8.-PERSONS OF NON-EUROPEAN RACE,0,same_page_as_next_table_start,True
1911_census_volume_iii_part_xiv_summary,1911 Census - Volume III - Part XIV Summary.pdf,2112.0 - Volume III - Part XIV Summary,data\raw\abs_1911_census\1911 Census - Volume III - Part XIV Summary.pdf,244,72,Summary by Races,2126,77,77,1,77,78,78,73,78,78,Persons of Non-European Race,Australia,Section 8.-PERSONS OF NON-EUROPEAN RACE,0,same_page_as_previous_table_start,True
1911_census_volume_iii_part_xiv_summary,1911 Census - Volume III - Part XIV Summary.pdf,2112.0 - Volume III - Part XIV Summary,data\raw\abs_1911_census\1911 Census - Volume III - Part XIV Summary.pdf,244,74,"Chinese in Australia, Censuses 1891, 1901 and 1911",2128,79,79,1,79,80,80,75,79,80,Persons of Non-European Race,Australia,Section 8.-PERSONS OF NON-EUROPEAN RACE,0,same_page_as_next_table_start,True
1911_census_volume_iii_part_xiv_summary,1911 Census - Volume III - Part XIV Summary.pdf,2112.0 - Volume III - Part XIV Summary,data\raw\abs_1911_census\1911 Census - Volume III - Part XIV Summary.pdf,244,75,"Japanese, Hindus and Cingalese, and Polynesians in Australia, Censuses 1901 and 1911",2128,79,79,1,79,80,80,76,80,80,Persons of Non-European Race,Australia,Section 8.-PERSONS OF NON-EUROPEAN RACE,0,same_page_as_previous_table_start,True
1911_census_volume_iii_part_xiv_summary,1911 Census - Volume III - Part XIV Summary.pdf,2112.0 - Volume III - Part XIV Summary,data\raw\abs_1911_census\1911 Census - Volume III - Part XIV Summary.pdf,244,76,Population of States and Territories,2129,80,80,1,80,81,81,77,80,81,Conjugal Condition,States and Territories,Section 9.-CONJUGAL CONDITION,0,same_page_as_next_table_start,True
1911_census_volume_iii_part_xiv_summary,1911 Census - Volume III - Part XIV Summary.pdf,2112.0 - Volume III - Part XIV Summary,data\raw\abs_1911_census\1911 Census - Volume III - Part XIV Summary.pdf,244,77,Comparative Statement of Population at the Censuses of 1901 and 1911,2129,80,80,1,80,81,81,78,81,81,Conjugal Condition,Australia,Section 9.-CONJUGAL CONDITION,0,same_page_as_previous_table_start,True
1911_census_volume_iii_part_xiv_summary,1911 Census - Volume III - Part XIV Summary.pdf,2112.0 - Volume III - Part XIV Summary,data\raw\abs_1911_census\1911 Census - Volume III - Part XIV Summary.pdf,244,78,"Population of the Commonwealth, in Age Groups",2130,81,84,4,81 | 82 | 83 | 84,82,85,79,81,85,Conjugal Condition,Commonwealth,Section 9.-CONJUGAL CONDITION,0,same_page_as_next_table_start,True
1911_census_volume_iii_part_xiv_summary,1911 Census - Volume III - Part XIV Summary.pdf,2112.0 - Volume III - Part XIV Summary,data\raw\abs_1911_census\1911 Census - Volume III - Part XIV Summary.pdf,244,79,"Population of States and Territories, in Age Groups-",2130,81,84,4,81 | 82 | 83 | 84,82,85,80,85,85,Conjugal Condition,States and Territories,Section 9.-CONJUGAL CONDITION,8,same_page_as_previous_table_start,True
1911_census_volume_iii_part_xiv_summary,1911 Census - Volume III - Part XIV Summary.pdf,2112.0 - Volume III - Part XIV Summary,data\raw\abs_1911_census\1911 Census - Volume III - Part XIV Summary.pdf,244,81,Relative Ages of Husbands and Wives,2138,89,90,2,89 | 90,90,91,82,89,91,Families,Australia,Section 10.-FAMILIES,0,same_page_as_next_table_start,True
1911_census_volume_iii_part_xiv_summary,1911 Census - Volume III - Part XIV Summary.pdf,2112.0 - Volume III - Part XIV Summary,data\raw\abs_1911_census\1911 Census - Volume III - Part XIV Summary.pdf,244,82,Relative Religions of Husbands and Wives,2138,89,90,2,89 | 90,90,91,83,91,91,Families,Australia,Section 10.-FAMILIES,0,same_page_as_previous_table_start,True
1911_census_volume_iii_part_xiv_summary,1911 Census - Volume III - Part XIV Summary.pdf,2112.0 - Volume III - Part XIV Summary,data\raw\abs_1911_census\1911 Census - Volume III - Part XIV Summary.pdf,244,84,Ages and Issue of Husbands,2144,95,96,2,95 | 96,96,97,85,95,97,Families,Australia,Section 10.-FAMILIES,0,same_page_as_next_table_start,True
1911_census_volume_iii_part_xiv_summary,1911 Census - Volume III - Part XIV Summary.pdf,2112.0 - Volume III - Part XIV Summary,data\raw\abs_1911_census\1911 Census - Volume III - Part XIV Summary.pdf,244,85,Ages and Issue of Wives,2144,95,96,2,95 | 96,96,97,86,97,97,Families,Australia,Section 10.-FAMILIES,0,same_page_as_previous_table_start,True
1911_census_volume_iii_part_xiv_summary,1911 Census - Volume III - Part XIV Summary.pdf,2112.0 - Volume III - Part XIV Summary,data\raw\abs_1911_census\1911 Census - Volume III - Part XIV Summary.pdf,244,142,Nature of Dwellings and Number of Rooms,2220,171,172,2,171 | 172,172,173,143,171,173,Occupied Dwellings,Australia,Section 13.-OCCUPIED DWELLINGS,0,same_page_as_next_table_start,True
1911_census_volume_iii_part_xiv_summary,1911 Census - Volume III - Part XIV Summary.pdf,2112.0 - Volume III - Part XIV Summary,data\raw\abs_1911_census\1911 Census - Volume III - Part XIV Summary.pdf,244,143,*Materials and Number of Rooms-Private Dwellings,2220,171,172,2,171 | 172,172,173,144,173,173,Occupied Dwellings,Australia,Section 13.-OCCUPIED DWELLINGS,0,same_page_as_previous_table_start,True
1911_census_volume_iii_part_xiv_summary,1911 Census - Volume III - Part XIV Summary.pdf,2112.0 - Volume III - Part XIV Summary,data\raw\abs_1911_census\1911 Census - Volume III - Part XIV Summary.pdf,244,144,Materials and Number of Rooms-Dwellings other than Private,2222,173,174,2,173 | 174,174,175,145,173,175,Occupied Dwellings,Australia,Section 13.-OCCUPIED DWELLINGS,0,same_page_as_next_table_start,True
1911_census_volume_iii_part_xiv_summary,1911 Census - Volume III - Part XIV Summary.pdf,2112.0 - Volume III - Part XIV Summary,data\raw\abs_1911_census\1911 Census - Volume III - Part XIV Summary.pdf,244,145,Materials and Number of Rooms-All Dwellings,2222,173,174,2,173 | 174,174,175,146,175,175,Occupied Dwellings,Australia,Section 13.-OCCUPIED DWELLINGS,0,same_page_as_previous_table_start,True
1911_census_volume_iii_part_xiv_summary,1911 Census - Volume III - Part XIV Summary.pdf,2112.0 - Volume III - Part XIV Summary,data\raw\abs_1911_census\1911 Census - Volume III - Part XIV Summary.pdf,244,146,Nature of Dwelling-States and Territories,2224,175,175,1,175,176,176,147,175,176,Occupied Dwellings,States and Territories,Section 13.-OCCUPIED DWELLINGS,0,same_page_as_next_table_start,True
1911_census_volume_iii_part_xiv_summary,1911 Census - Volume III - Part XIV Summary.pdf,2112.0 - Volume III - Part XIV Summary,data\raw\abs_1911_census\1911 Census - Volume III - Part XIV Summary.pdf,244,147,"Materials, States and Territories-Private Dwellings",2224,175,175,1,175,176,176,148,176,176,Occupied Dwellings,States and Territories,Section 13.-OCCUPIED DWELLINGS,0,same_page_as_previous_table_start,True
1911_census_volume_iii_part_xiv_summary,1911 Census - Volume III - Part XIV Summary.pdf,2112.0 - Volume III - Part XIV Summary,data\raw\abs_1911_census\1911 Census - Volume III - Part XIV Summary.pdf,244,148,"Materials, States and Territories-Dwellings other than Private",2225,176,176,1,176,177,177,149,176,177,Occupied Dwellings,States and Territories,Section 13.-OCCUPIED DWELLINGS,0,same_page_as_next_table_start,True
