doc_id,model,page_index,pdf_page,printed_page,page_type,has_table,table_count,table_numbers,table_titles,table_subjects,geographies,page_roles,confidence,warnings,error
abs_1911_census_volume_iii_part_xiii_dwellings,google/gemini-3.1-flash-lite,186,187,2035,table,True,1,68,"AREA, POPULATION, DENSITY, OCCUPIED DWELLINGS, ETC., IN EACH LOCAL GOVERNMENT AREA","Area, population, density, and occupied dwellings by local government area",New South Wales,continues,1,,
abs_1911_census_volume_iii_part_xiii_dwellings,google/gemini-3.1-flash-lite,187,188,2036,table,True,1,68,"AREA, POPULATION, DENSITY, OCCUPIED DWELLINGS, ETC., IN EACH LOCAL GOVERNMENT AREA","Area, population, density, and dwellings by local government area",Victoria,continues,1,,
abs_1911_census_volume_iii_part_xiii_dwellings,google/gemini-3.1-flash-lite,188,189,2037,table,True,1,68,"AREA, POPULATION, DENSITY, OCCUPIED DWELLINGS, ETC., IN EACH LOCAL GOVERNMENT AREA","Area, population, density, and dwellings by local government area","Victoria, Australia",continues,1,,
abs_1911_census_volume_iii_part_xiii_dwellings,google/gemini-3.1-flash-lite,189,190,2038,table,True,1,68,"Area, Population, Density, Occupied Dwellings, etc., in each Local Government Area","Area, population, density, and dwellings by local government area","Victoria, Australia",continues,1,,
abs_1911_census_volume_iii_part_xiii_dwellings,google/gemini-3.1-flash-lite,190,191,2039,table,True,1,68,"AREA, POPULATION, DENSITY. OCCUPIED DWELLINGS, ETC., IN EACH LOCAL GOVERNMENT AREA","Area, population, density, and occupied dwellings by local government area",Victoria and Queensland,continues,1,,
abs_1911_census_volume_iii_part_xiii_dwellings,google/gemini-3.1-flash-lite,191,192,2040,table,True,1,68,"AREA, POPULATION, DENSITY, OCCUPIED DWELLINGS, ETC., IN EACH LOCAL GOVERNMENT AREA","Area, population, density, and dwellings by local government area",Queensland,continues,1,,
abs_1911_census_volume_iii_part_xiii_dwellings,google/gemini-3.1-flash-lite,192,193,2041,table,True,1,68,"AREA, POPULATION, DENSITY, OCCUPIED DWELLINGS, ETC., IN EACH LOCAL GOVERNMENT AREA",Census statistics for Queensland local government areas,"Queensland, Australia",continues,1,,
abs_1911_census_volume_iii_part_xiii_dwellings,google/gemini-3.1-flash-lite,193,194,2042,table,True,1,68,"Area, Population, Density, Occupied Dwellings, etc., in each Local Government Area",Census statistics for South Australia by local government area,South Australia,continues,1,,
abs_1911_census_volume_iii_part_xiii_dwellings,google/gemini-3.1-flash-lite,194,195,2043,table,True,1,68,"AREA, POPULATION, DENSITY, OCCUPIED DWELLINGS, ETC. IN EACH LOCAL GOVERNMENT AREA",Census statistics for South Australia District Councils,South Australia,continues,1,,
abs_1911_census_volume_iii_part_xiii_dwellings,google/gemini-3.1-flash-lite,195,196,2044,table,True,1,68,"AREA, POPULATION, DENSITY, OCCUPIED DWELLINGS, ETC., IN EACH LOCAL GOVERNMENT AREA","Area, population, density, and occupied dwellings by local government area in South Australia",South Australia,continues,1,,
abs_1911_census_volume_iii_part_xiii_dwellings,google/gemini-3.1-flash-lite,196,197,2045,table,True,1,68,"AREA, POPULATION, DENSITY, OCCUPIED DWELLINGS, ETC., IN EACH LOCAL GOVERNMENT AREA","Area, population, density, and occupied dwellings by local government area",Western Australia,continues,1,,
abs_1911_census_volume_iii_part_xiii_dwellings,google/gemini-3.1-flash-lite,197,198,2046,table,True,1,68,"Area, Population, Density, Occupied Dwellings, etc., in each Local Government Area",Census statistics for Western Australia Road Board Districts,Western Australia,continues,1,,
abs_1911_census_volume_iii_part_xiii_dwellings,google/gemini-3.1-flash-lite,198,199,2047,table,True,1,68,"AREA, POPULATION, DENSITY, OCCUPIED DWELLINGS, ETC., IN EACH LOCAL GOVERNMENT AREA","Area, population, density, and occupied dwellings by local government area",Western Australia,continues,1,,
abs_1911_census_volume_iii_part_xiii_dwellings,google/gemini-3.1-flash-lite,199,200,,blank,False,0,,,,,,1,,
