doc_id,pdf_page,page_index,page_role,candidate_table_numbers,matched_table_numbers,visible_titles,warnings,image_path,review_decision,review_notes
1911_census_volume_ii_part_viii_non_european_races,23,22,boundary_multiple_tables,18 | 17 | 19 | 20,18 | 19 | 20,"Queensland.—Males of Non-European Race enumerated at the Census of 3rd April, 1911, Classified according to Race and Age | Queensland.—Females of Non-European Race enumerated at the Census of 3rd April, 1911, Classified according to Race and Age | Queensland.—Persons of Non-European Race enumerated at the Census of 3rd April, 1911, Classified according to Race and Age","The page contains multiple tables (Queensland Males, Females, and Persons) which are presented as a continuous sequence of data blocks on this page.",output/diagnostics/flagged_pages/1911_census_volume_ii_part_viii_non_european_races/p0023_role_boundary_multiple_tables_cand_18_17_19_20_match_18_19_20.png,,
1911_census_volume_ii_part_viii_non_european_races,24,23,boundary_multiple_tables,20 | 19 | 21 | 22,20 | 21,"Queensland.—Persons of Non-European Race enumerated at the Census of 3rd April, 1911, Classified according to Race and Age | South Australia.—Males of Non-European Race enumerated at the Census of 3rd April, 1911, Classified according to Race and Age",,output/diagnostics/flagged_pages/1911_census_volume_ii_part_viii_non_european_races/p0024_role_boundary_multiple_tables_cand_20_19_21_22_match_20_21.png,,
1911_census_volume_ii_part_viii_non_european_races,25,24,non_table,20 | 19 | 21 | 22,,,"The page contains tables, but they do not match the provided candidate table numbers for Queensland or South Australia. The tables on this page appear to be for other states or a summary.",output/diagnostics/flagged_pages/1911_census_volume_ii_part_viii_non_european_races/p0025_role_non_table_cand_20_19_21_22_match_unknown.png,,
1911_census_volume_ii_part_viii_non_european_races,26,25,boundary_multiple_tables,22 | 21 | 23 | 24,22 | 23,"South Australia.—Females of Non-European Race enumerated at the Census of 3rd April, 1911, Classified according to Race and Age | South Australia.—Persons of Non-European Race enumerated at the Census of 3rd April, 1911, Classified according to Race and Age",,output/diagnostics/flagged_pages/1911_census_volume_ii_part_viii_non_european_races/p0026_role_boundary_multiple_tables_cand_22_21_23_24_match_22_23.png,,
1911_census_volume_ii_part_viii_non_european_races,28,27,boundary_multiple_tables,24 | 23 | 25 | 26,24 | 25,"Western Australia.—Males of Non-European Race enumerated at the Census of 3rd April, 1911, Classified according to Race and Age | Western Australia.—Females of Non-European Race enumerated at the Census of 3rd April, 1911, Classified according to Race and Age",,output/diagnostics/flagged_pages/1911_census_volume_ii_part_viii_non_european_races/p0028_role_boundary_multiple_tables_cand_24_23_25_26_match_24_25.png,,
1911_census_volume_ii_part_viii_non_european_races,30,29,boundary_multiple_tables,26 | 25 | 27 | 28,26 | 27,26.—WESTERN AUSTRALIA.—PERSONS | 27.—TASMANIA.—MALES OF NON-,,output/diagnostics/flagged_pages/1911_census_volume_ii_part_viii_non_european_races/p0030_role_boundary_multiple_tables_cand_26_25_27_28_match_26_27.png,,
1911_census_volume_ii_part_viii_non_european_races,31,30,boundary_multiple_tables,26 | 25 | 27 | 28,26 | 27,"Western Australia.—Persons of Non-European Race enumerated at the Census of 3rd April, 1911, Classified according to Race and Age | Tasmania.—Males of Non-European Race enumerated at the Census of 3rd April, 1911, Classified according to Race and Age",,output/diagnostics/flagged_pages/1911_census_volume_ii_part_viii_non_european_races/p0031_role_boundary_multiple_tables_cand_26_25_27_28_match_26_27.png,,
1911_census_volume_ii_part_viii_non_european_races,32,31,boundary_multiple_tables,28 | 27 | 29 | 30,28 | 29,"28.—TASMANIA.—FEMALES OF NON-EUROPEAN RACE enumerated at the Census of 3rd April, 1911, Classified according to Race and Age | 29.—TASMANIA.—PERSONS OF NON-EUROPEAN RACE enumerated at the Census of 3rd April, 1911, Classified according to Race and Age",,output/diagnostics/flagged_pages/1911_census_volume_ii_part_viii_non_european_races/p0032_role_boundary_multiple_tables_cand_28_27_29_30_match_28_29.png,,
1911_census_volume_ii_part_viii_non_european_races,34,33,boundary_multiple_tables,30 | 29 | 31 | 32,30 | 31,"30.—NORTHERN TERRITORY.—MALES OF Non-European Race enumerated at the Census of 3rd April, 1911, Classified according to Race and Age | 31.—NORTHERN TERRITORY.—FEMALES OF Non-European Race enumerated at the Census of 3rd April, 1911, Classified according to Race and Age",,output/diagnostics/flagged_pages/1911_census_volume_ii_part_viii_non_european_races/p0034_role_boundary_multiple_tables_cand_30_29_31_32_match_30_31.png,,
1911_census_volume_ii_part_viii_non_european_races,36,35,boundary_multiple_tables,32 | 31 | 33 | 34,32 | 33,"Northern Territory.—Persons of Non-European Race enumerated at the Census of 3rd April, 1911, Classified according to Race and Age | Federal Capital Territory.—Persons of Non-European Race enumerated at the Census of 3rd April, 1911, Classified according to Race, Age and Sex",,output/diagnostics/flagged_pages/1911_census_volume_ii_part_viii_non_european_races/p0036_role_boundary_multiple_tables_cand_32_31_33_34_match_32_33.png,,
1911_census_volume_ii_part_viii_non_european_races,37,36,boundary_multiple_tables,32 | 31 | 33 | 34,32 | 33,"Northern Territory.—Persons of Non-European Race enumerated at the Census of 3rd April, 1911, Classified according to Race and Age | Federal Capital Territory.—Persons of Non-European Race enumerated at the Census of 3rd April, 1911, Classified according to Race, Age and Sex",,output/diagnostics/flagged_pages/1911_census_volume_ii_part_viii_non_european_races/p0037_role_boundary_multiple_tables_cand_32_31_33_34_match_32_33.png,,
1911_census_volume_ii_part_viii_non_european_races,50,49,boundary_multiple_tables,40 | 39 | 41 | 42,40 | 41,"40.—NEW SOUTH WALES.—MALES OF At the Census of 3rd April, 1911, Classified according to Race, Nationality, (Exclusive of Full- | 41.—NEW SOUTH WALES.—FEMALES OF At the Census of 3rd April, 1911, Classified according to Race, (Exclusive of Full-",,output/diagnostics/flagged_pages/1911_census_volume_ii_part_viii_non_european_races/p0050_role_boundary_multiple_tables_cand_40_39_41_42_match_40_41.png,,
1911_census_volume_ii_part_viii_non_european_races,52,51,boundary_multiple_tables,42 | 41 | 43,41 | 42,41.—NEW SOUTH WALES.—FEMALES OF | 42.—NEW SOUTH WALES.—PERSONS OF,,output/diagnostics/flagged_pages/1911_census_volume_ii_part_viii_non_european_races/p0052_role_boundary_multiple_tables_cand_42_41_43_match_41_42.png,,
1911_census_volume_ii_part_viii_non_european_races,54,53,boundary_multiple_tables,43 | 42 | 44 | 45,43 | 44,"43.—VICTORIA.—MALES OF NON-EUROPEAN RACE enumerated at the Census of 3rd April, 1911, Classified according to Race, Nationality, Length of Residence, Education and Conjugal Condition | 44.—VICTORIA.—FEMALES OF NON-EUROPEAN RACE enumerated at the Census of 3rd April, 1911, Classified according to Race, Nationality, Length of Residence, Education and Conjugal Condition",,output/diagnostics/flagged_pages/1911_census_volume_ii_part_viii_non_european_races/p0054_role_boundary_multiple_tables_cand_43_42_44_45_match_43_44.png,,
1911_census_volume_ii_part_viii_non_european_races,56,55,boundary_multiple_tables,45 | 44 | 46,44 | 45,44.—VICTORIA.—FEMALES OF NON- | 45.—VICTORIA.—PERSONS OF NON-,,output/diagnostics/flagged_pages/1911_census_volume_ii_part_viii_non_european_races/p0056_role_boundary_multiple_tables_cand_45_44_46_match_44_45.png,,
1911_census_volume_ii_part_viii_non_european_races,57,56,non_table,45 | 44 | 46,,,"The page contains tables related to European race, which are not among the candidate tables provided for Non-European races.",output/diagnostics/flagged_pages/1911_census_volume_ii_part_viii_non_european_races/p0057_role_non_table_cand_45_44_46_match_unknown.png,,
1911_census_volume_ii_part_viii_non_european_races,58,57,boundary_multiple_tables,46 | 45 | 47 | 48,46 | 47,"46.—QUEENSLAND.—MALES OF NON-EUROPEAN RACE enumerated at the Census of 3rd April, 1911, Classified according to Race, Nationality, Length of Residence, Education and Conjugal Condition | 47.—QUEENSLAND.—FEMALES OF NON-EUROPEAN RACE enumerated at the Census of 3rd April, 1911, Classified according to Race, Nationality, Length of Residence, Education and Conjugal Condition",,output/diagnostics/flagged_pages/1911_census_volume_ii_part_viii_non_european_races/p0058_role_boundary_multiple_tables_cand_46_45_47_48_match_46_47.png,,
1911_census_volume_ii_part_viii_non_european_races,60,59,boundary_multiple_tables,48 | 47 | 49,47 | 48,"Queensland.—Females of Non-European Race enumerated at the Census of 3rd April, 1911, Classified according to Race, Nationality, Length of Residence, Education and Conjugal Condition | Queensland.—Persons of Non-European Race enumerated at the Census of 3rd April, 1911, Classified according to Race, Nationality, Length of Residence, Education and Conjugal Condition",,output/diagnostics/flagged_pages/1911_census_volume_ii_part_viii_non_european_races/p0060_role_boundary_multiple_tables_cand_48_47_49_match_47_48.png,,
1911_census_volume_ii_part_viii_non_european_races,62,61,boundary_multiple_tables,49 | 48 | 50 | 51,49 | 50,"49.—SOUTH AUSTRALIA.—MALES OF At the Census of 3rd April, 1911, Classified according to Race, (Exclusive of Full- | 50.—SOUTH AUSTRALIA.—FEMALES OF At the Census of 3rd April, 1911, Classified according to Race, (Exclusive of Full-",,output/diagnostics/flagged_pages/1911_census_volume_ii_part_viii_non_european_races/p0062_role_boundary_multiple_tables_cand_49_48_50_51_match_49_50.png,,
1911_census_volume_ii_part_viii_non_european_races,64,63,boundary_multiple_tables,51 | 50 | 52,50 | 51,50.—SOUTH AUSTRALIA.—FEMALES OF | 51.—SOUTH AUSTRALIA.—PERSONS OF,,output/diagnostics/flagged_pages/1911_census_volume_ii_part_viii_non_european_races/p0064_role_boundary_multiple_tables_cand_51_50_52_match_50_51.png,,
1911_census_volume_ii_part_viii_non_european_races,65,64,boundary_multiple_tables,51 | 50 | 52,51 | 52,"South Australia.—Persons of Non-European Race enumerated at the Census of 3rd April, 1911, Classified according to Race, Nationality, Length of Residence, Education and Conjugal Condition | Western Australia.—Males of Non-European Race enumerated at the Census of 3rd April, 1911, Classified according to Race, Nationality, Length of Residence, Education and Conjugal Condition",,output/diagnostics/flagged_pages/1911_census_volume_ii_part_viii_non_european_races/p0065_role_boundary_multiple_tables_cand_51_50_52_match_51_52.png,,
1911_census_volume_ii_part_viii_non_european_races,66,65,boundary_multiple_tables,52 | 51 | 53 | 54,52 | 53,"52.—Western Australia.—Males of Non-European Race enumerated at the Census of 3rd April, 1911, Classified according to Race, Nationality, Length of Residence, Education and Conjugal Condition | 53.—Western Australia.—Females of Non-European Race enumerated at the Census of 3rd April, 1911, Classified according to Race, Nationality, Length of Residence, Education and Conjugal Condition",,output/diagnostics/flagged_pages/1911_census_volume_ii_part_viii_non_european_races/p0066_role_boundary_multiple_tables_cand_52_51_53_54_match_52_53.png,,
1911_census_volume_ii_part_viii_non_european_races,68,67,boundary_multiple_tables,54 | 53 | 55,53 | 54,53.—WESTERN AUSTRALIA.—FEMALES OF | 54.—WESTERN AUSTRALIA.—PERSONS OF,,output/diagnostics/flagged_pages/1911_census_volume_ii_part_viii_non_european_races/p0068_role_boundary_multiple_tables_cand_54_53_55_match_53_54.png,,
1911_census_volume_ii_part_viii_non_european_races,70,69,boundary_multiple_tables,55 | 54 | 56 | 57,55 | 56,"55.—TASMANIA.—MALES OF NON-EUROPEAN RACE enumerated at the Census of 3rd April, 1911, Classified according to Race, Nationality, Length of Residence, Education and Conjugal Condition | 56.—TASMANIA.—FEMALES OF NON-EUROPEAN RACE enumerated at the Census of 3rd April, 1911, Classified according to Race, Nationality, Length of Residence, Education and Conjugal Condition",,output/diagnostics/flagged_pages/1911_census_volume_ii_part_viii_non_european_races/p0070_role_boundary_multiple_tables_cand_55_54_56_57_match_55_56.png,,
1911_census_volume_ii_part_viii_non_european_races,72,71,boundary_multiple_tables,57 | 56 | 58 | 59,57 | 58,"57.—TASMANIA.—PERSONS OF NON-EUROPEAN RACE enumerated at the Census of 3rd April, 1911, Classified according to Race, Nationality, Length of Residence, Education and Conjugal Condition | 58.—NORTHERN TERRITORY.—MALES OF NON-EUROPEAN RACE enumerated at the Census of 3rd April, 1911, Classified according to Race, Nationality, Length of Residence, Education and Conjugal Condition",,output/diagnostics/flagged_pages/1911_census_volume_ii_part_viii_non_european_races/p0072_role_boundary_multiple_tables_cand_57_56_58_59_match_57_58.png,,
1911_census_volume_ii_part_viii_non_european_races,73,72,boundary_multiple_tables,57 | 56 | 58 | 59,58 | 59,"Northern Territory.—Males of Non-European Race enumerated at the Census of 3rd April, 1911, Classified according to Race, Nationality, Length of Residence, Education and Conjugal Condition | Northern Territory.—Females of Non-European Race enumerated at the Census of 3rd April, 1911, Classified according to Race, Nationality, Length of Residence, Education and Conjugal Condition",,output/diagnostics/flagged_pages/1911_census_volume_ii_part_viii_non_european_races/p0073_role_boundary_multiple_tables_cand_57_56_58_59_match_58_59.png,,
1911_census_volume_ii_part_viii_non_european_races,74,73,boundary_multiple_tables,59 | 58 | 60 | 61,59 | 60,"59.—NORTHERN TERRITORY.—FEMALES OF Non-European Race enumerated at the Census of 3rd April, 1911, Classified according to Race, Nationality, Length of Residence, Education and Conjugal Condition | 60.—NORTHERN TERRITORY.—PERSONS OF Non-European Race enumerated at the Census of 3rd April, 1911, Classified according to Race, Nationality, Length of Residence, Education and Conjugal Condition",,output/diagnostics/flagged_pages/1911_census_volume_ii_part_viii_non_european_races/p0074_role_boundary_multiple_tables_cand_59_58_60_61_match_59_60.png,,
1911_census_volume_ii_part_viii_non_european_races,75,74,boundary_multiple_tables,59 | 58 | 60 | 61,59 | 60,"Northern Territory.—Females of Non-European Race enumerated at the Census of 3rd April, 1911, Classified according to Race, Nationality, Length of Residence, Education and Conjugal Condition | Northern Territory.—Persons of Non-European Race enumerated at the Census of 3rd April, 1911, Classified according to Race, Nationality, Length of Residence, Education and Conjugal Condition",,output/diagnostics/flagged_pages/1911_census_volume_ii_part_viii_non_european_races/p0075_role_boundary_multiple_tables_cand_59_58_60_61_match_59_60.png,,
1911_census_volume_ii_part_viii_non_european_races,85,84,boundary_multiple_tables,66 | 65 | 67,65 | 66,"Commonwealth of Australia.—Full-blood Males of Non-European Race enumerated in the several States and Territories at the Census of 3rd April, 1911, Classified according to Birthplace | Commonwealth of Australia.—Half-caste Males of Non-European Race enumerated in the several States and Territories at the Census of 3rd April, 1911, Classified according to Birthplace",,output/diagnostics/flagged_pages/1911_census_volume_ii_part_viii_non_european_races/p0085_role_boundary_multiple_tables_cand_66_65_67_match_65_66.png,,
1911_census_volume_ii_part_viii_non_european_races,86,85,boundary_multiple_tables,67 | 66 | 68,66 | 67,"Commonwealth of Australia.—Half-caste Males of Non-European Race—continued. | Commonwealth of Australia.—Full-blood and Half-caste Males of Non-European Race enumerated in the several States and Territories at the Census of 3rd April, 1911, Classified according to Birthplace",,output/diagnostics/flagged_pages/1911_census_volume_ii_part_viii_non_european_races/p0086_role_boundary_multiple_tables_cand_67_66_68_match_66_67.png,,
1911_census_volume_ii_part_viii_non_european_races,95,94,non_table,74 | 73 | 75,,,"The table on this page appears to be a continuation of a table not listed in the candidate list (likely Table 72 or similar, as it shows Half-caste data for the Commonwealth).",output/diagnostics/flagged_pages/1911_census_volume_ii_part_viii_non_european_races/p0095_role_non_table_cand_74_73_75_match_unknown.png,,
1911_census_volume_ii_part_viii_non_european_races,101,100,non_table,77 | 76 | 78,,,"The page content does not match the provided candidate table titles or numbers. The page appears to be a continuation of a table regarding 'Half-caste' populations, which is not listed in the candidates.",output/diagnostics/flagged_pages/1911_census_volume_ii_part_viii_non_european_races/p0101_role_non_table_cand_77_76_78_match_unknown.png,,
1911_census_volume_ii_part_viii_non_european_races,103,102,non_table,78 | 77 | 79,,,"The page content does not match any of the provided candidate tables (77, 78, 79). It appears to be a table related to 'Half-Caste' populations, which is not in the candidate list.",output/diagnostics/flagged_pages/1911_census_volume_ii_part_viii_non_european_races/p0103_role_non_table_cand_78_77_79_match_unknown.png,,
1911_census_volume_ii_part_viii_non_european_races,105,104,non_table,79 | 78 | 80,,,"The page content does not match any of the provided candidate tables (78, 79, 80). The page appears to be a continuation of a table regarding European/Aboriginal race classification, not the Non-European race tables listed.",output/diagnostics/flagged_pages/1911_census_volume_ii_part_viii_non_european_races/p0105_role_non_table_cand_79_78_80_match_unknown.png,,
1911_census_volume_ii_part_viii_non_european_races,112,111,boundary_multiple_tables,83 | 82 | 84,83 | 84,"83.—Western Australia.—Females of Non-European Race enumerated at the Census of 3rd April, 1911, Classified according to Birthplace and Race | 84.—Tasmania.—Males of Non-European Race enumerated at the Census of 3rd April, 1911, Classified according to Birthplace and Race",,output/diagnostics/flagged_pages/1911_census_volume_ii_part_viii_non_european_races/p0112_role_boundary_multiple_tables_cand_83_82_84_match_83_84.png,,
1911_census_volume_ii_part_viii_non_european_races,113,112,non_table,83 | 82 | 84,,,"The page contains tables related to Aboriginal and half-caste populations, but these do not match the provided candidate table numbers (82, 83, 84) which are specific to Western Australia and Tasmania.",output/diagnostics/flagged_pages/1911_census_volume_ii_part_viii_non_european_races/p0113_role_non_table_cand_83_82_84_match_unknown.png,,
1911_census_volume_ii_part_viii_non_european_races,114,113,boundary_multiple_tables,85 | 84 | 86 | 87,85 | 86,"85.—TASMANIA.—FEMALES OF NON-EUROPEAN RACE enumerated at the Census of 3rd April, 1911, Classified according to Birthplace and Race | 86.—NORTHERN TERRITORY.—MALES OF NON-EUROPEAN RACE enumerated at the Census of 3rd April, 1911, Classified according to Birthplace and Race",,output/diagnostics/flagged_pages/1911_census_volume_ii_part_viii_non_european_races/p0114_role_boundary_multiple_tables_cand_85_84_86_87_match_85_86.png,,
1911_census_volume_ii_part_viii_non_european_races,116,115,boundary_multiple_tables,87 | 86 | 88 | 89,87 | 88,"87.—NORTHERN TERRITORY.—FEMALES OF Non-European Race enumerated at the Census of 3rd April, 1911, Classified according to Birthplace and Race | 88.—FEDERAL CAPITAL TERRITORY.—MALES AND FEMALES of Non-European Race enumerated at the Census of 3rd April, 1911, Classified according to Birthplace and Race",,output/diagnostics/flagged_pages/1911_census_volume_ii_part_viii_non_european_races/p0116_role_boundary_multiple_tables_cand_87_86_88_89_match_87_88.png,,
1911_census_volume_ii_part_viii_non_european_races,117,116,non_table,87 | 86 | 88 | 89,,,"The page contains tables, but they appear to be continuations of tables from previous pages (likely 87 or 88) that are not listed in the candidate list for this specific page index, or they are fragments not matching the provided candidate table numbers.",output/diagnostics/flagged_pages/1911_census_volume_ii_part_viii_non_european_races/p0117_role_non_table_cand_87_86_88_89_match_unknown.png,,
1911_census_volume_ii_part_viii_non_european_races,132,131,boundary_multiple_tables,90 | 89 | 91,89 | 90,"Commonwealth of Australia.—Males of Non-European Race enumerated at the Census of 3rd April, 1911, Classified according to Occupation and Race | Commonwealth of Australia.—Females of Non-European Race enumerated at the Census of 3rd April, 1911, Classified according to Occupation and Race",,output/diagnostics/flagged_pages/1911_census_volume_ii_part_viii_non_european_races/p0132_role_boundary_multiple_tables_cand_90_89_91_match_89_90.png,,
1911_census_volume_ii_part_viii_non_european_races,157,156,non_table,102 | 101 | 103,,,"The page contains a table, but it does not match any of the provided candidate table numbers (101, 102, 103). The table appears to be a continuation of a table for 'Half-caste' individuals, likely related to a previous state or territory.",output/diagnostics/flagged_pages/1911_census_volume_ii_part_viii_non_european_races/p0157_role_non_table_cand_102_101_103_match_unknown.png,,
1911_census_volume_ii_part_viii_non_european_races,176,175,boundary_multiple_tables,112 | 111 | 113 | 114,112 | 113,"Males of Non-European Race enumerated in the Metropolitan Areas of the several States of the Commonwealth at the Census of 3rd April, 1911 | Females of Non-European Race enumerated in the Metropolitan Areas of the several States of the Commonwealth at the Census of 3rd April, 1911",,output/diagnostics/flagged_pages/1911_census_volume_ii_part_viii_non_european_races/p0176_role_boundary_multiple_tables_cand_112_111_113_114_match_112_113.png,,
1911_census_volume_ii_part_viii_non_european_races,177,176,boundary_multiple_tables,114 | 113,113 | 114,"Females of Non-European Race enumerated in the Metropolitan Areas of the several States of the Commonwealth at the Census of 3rd April, 1911 | Persons of Non-European Race enumerated in the Metropolitan Areas of the several States of the Commonwealth at the Census of 3rd April, 1911",,output/diagnostics/flagged_pages/1911_census_volume_ii_part_viii_non_european_races/p0177_role_boundary_multiple_tables_cand_114_113_match_113_114.png,,
1911_census_volume_iii_part_ix_conjugal_condition,3,2,boundary_multiple_tables,1 | 2 | 3,1 | 2,"Persons enumerated in each State and Territory of the Commonwealth of Australia, at the Census of 3rd April, 1911, classified according to Conjugal Condition and Sex | Persons enumerated in the Commonwealth of Australia, at the Censuses of 1881, 1891, 1901, and 1911, classified according to Conjugal Condition and Sex",,output/diagnostics/flagged_pages/1911_census_volume_iii_part_ix_conjugal_condition/p0003_role_boundary_multiple_tables_cand_1_2_3_match_1_2.png,,
1911_census_volume_iii_part_ix_conjugal_condition,17,16,boundary_multiple_tables,10 | 9 | 11,9 | 10,9.—NEW SOUTH WALES.—PERSONS ENUMERATED IN EACH COUNTY—continued. | 10.—VICTORIA.—PERSONS ENUMERATED IN EACH COUNTY,,output/diagnostics/flagged_pages/1911_census_volume_iii_part_ix_conjugal_condition/p0017_role_boundary_multiple_tables_cand_10_9_11_match_9_10.png,,
1911_census_volume_iii_part_ix_conjugal_condition,18,17,boundary_multiple_tables,11 | 10 | 12,10 | 11,10.—VICTORIA.—PERSONS ENUMERATED IN EACH COUNTY—continued. | 11.—QUEENSLAND.—PERSONS ENUMERATED IN EACH CENSUS DISTRICT,,output/diagnostics/flagged_pages/1911_census_volume_iii_part_ix_conjugal_condition/p0018_role_boundary_multiple_tables_cand_11_10_12_match_10_11.png,,
1911_census_volume_iii_part_ix_conjugal_condition,20,19,boundary_multiple_tables,13 | 12 | 14 | 15,13 | 14,"Western Australia.—Persons enumerated in each Statistical District, at the Census of 3rd April, 1911, classified according to Conjugal Condition and Sex | Tasmania.—Persons enumerated in each Municipality at the Census of 3rd April, 1911, classified according to Conjugal Condition and Sex",,output/diagnostics/flagged_pages/1911_census_volume_iii_part_ix_conjugal_condition/p0020_role_boundary_multiple_tables_cand_13_12_14_15_match_13_14.png,,
1911_census_volume_iii_part_ix_conjugal_condition,21,20,boundary_multiple_tables,15 | 14 | 16 | 17,14 | 15 | 16,14.—TASMANIA.—PERSONS ENUMERATED IN EACH MUNICIPALITY--continued. | 15.—NORTHERN TERRITORY.—PERSONS ENUMERATED IN EACH COUNTY | 16.—FEDERAL CAPITAL TERRITORY.—PERSONS ENUMERATED IN EACH DIVISION,,output/diagnostics/flagged_pages/1911_census_volume_iii_part_ix_conjugal_condition/p0021_role_boundary_multiple_tables_cand_15_14_16_17_match_14_15_16.png,,
1911_census_volume_iii_part_ix_conjugal_condition,28,27,non_table,19 | 18,,,The provided page is blank.,output/diagnostics/flagged_pages/1911_census_volume_iii_part_ix_conjugal_condition/p0028_role_non_table_cand_19_18_match_unknown.png,,
1911_census_volume_iii_part_x_families,4,3,boundary_multiple_tables,1 | 2 | 3,1 | 2,"Relative Ages of Husbands and Wives in the Commonwealth of Australia, at the Census of 3rd April, 1911 | Relative Religions of Husbands and Wives in the Commonwealth of Australia, at the Census of 3rd April, 1911",,output/diagnostics/flagged_pages/1911_census_volume_iii_part_x_families/p0004_role_boundary_multiple_tables_cand_1_2_3_match_1_2.png,,
1911_census_volume_iii_part_x_families,5,4,boundary_multiple_tables,1 | 2 | 3,1 | 2,"Relative Ages of Husbands and Wives in the Commonwealth of Australia, at the Census of 3rd April, 1911 | Relative Religions of Husbands and Wives in the Commonwealth of Australia, at the Census of 3rd April, 1911",,output/diagnostics/flagged_pages/1911_census_volume_iii_part_x_families/p0005_role_boundary_multiple_tables_cand_1_2_3_match_1_2.png,,
1911_census_volume_iii_part_x_families,34,33,boundary_multiple_tables,7 | 6 | 8 | 9,7 | 8,"Ages and Issue of Husbands in the Commonwealth of Australia, at the Census of 3rd April, 1911 | Ages and Issue of Wives in the Commonwealth of Australia, at the Census of 3rd April, 1911",,output/diagnostics/flagged_pages/1911_census_volume_iii_part_x_families/p0034_role_boundary_multiple_tables_cand_7_6_8_9_match_7_8.png,,
1911_census_volume_iii_part_x_families,35,34,boundary_multiple_tables,7 | 6 | 8 | 9,7 | 8,"Ages and Issue of Husbands in the Commonwealth of Australia, at the Census of 3rd April, 1911 | Ages and Issue of Wives in the Commonwealth of Australia, at the Census of 3rd April, 1911",,output/diagnostics/flagged_pages/1911_census_volume_iii_part_x_families/p0035_role_boundary_multiple_tables_cand_7_6_8_9_match_7_8.png,,
1911_census_volume_iii_part_x_families,36,35,boundary_multiple_tables,9 | 8 | 10 | 11,9 | 10,"Religions and Issue of Wives in the Commonwealth of Australia, at the Census of 3rd April, 1911 | Birthplaces and Issue of Wives in the Commonwealth of Australia, at the Census of 3rd April, 1911",,output/diagnostics/flagged_pages/1911_census_volume_iii_part_x_families/p0036_role_boundary_multiple_tables_cand_9_8_10_11_match_9_10.png,,
1911_census_volume_iii_part_x_families,37,36,boundary_multiple_tables,9 | 8 | 10 | 11,9 | 10,"Religions and Issue of Wives in the Commonwealth of Australia, at the Census of 3rd April, 1911 | Birthplaces and Issue of Wives in the Commonwealth of Australia, at the Census of 3rd April, 1911",,output/diagnostics/flagged_pages/1911_census_volume_iii_part_x_families/p0037_role_boundary_multiple_tables_cand_9_8_10_11_match_9_10.png,,
1911_census_volume_iii_part_x_families,38,37,boundary_multiple_tables,11 | 10 | 12,10 | 11,10.—BIRTHPLACES AND ISSUE OF WIVES IN | 11.—DURATION OF EXISTING MARRIAGE AND ISSUE,,output/diagnostics/flagged_pages/1911_census_volume_iii_part_x_families/p0038_role_boundary_multiple_tables_cand_11_10_12_match_10_11.png,,
1911_census_volume_iii_part_x_families,60,59,boundary_multiple_tables,17 | 16 | 18,16 | 17,"16.—AVERAGE ISSUE OF WIVES IN THE | 17.—AVERAGE ISSUE OF WIVES IN THE STATES AND At the Census of 3rd April, 1911, Classified",,output/diagnostics/flagged_pages/1911_census_volume_iii_part_x_families/p0060_role_boundary_multiple_tables_cand_17_16_18_match_16_17.png,,
1911_census_volume_iii_part_x_families,82,81,boundary_multiple_tables,18 | 17 | 19 | 20,18 | 19,"18.—AVERAGE ISSUE OF WIVES IN At the Census of 3rd April, 1911, Classified (Exclusive of Full- | 19.—AVERAGE ISSUE OF WIVES IN THE STATES AND At the Census of 3rd April, 1911, Classified (Exclusive of Full-",,output/diagnostics/flagged_pages/1911_census_volume_iii_part_x_families/p0082_role_boundary_multiple_tables_cand_18_17_19_20_match_18_19.png,,
1911_census_volume_iii_part_x_families,83,82,boundary_multiple_tables,18 | 17 | 19 | 20,18 | 19,"Average Issue of Wives in the Commonwealth of Australia, at the Census of 3rd April, 1911, classified according to Duration of Marriage and Age | Average Issue of Wives in the States and Territories of the Commonwealth of Australia, at the Census of 3rd April, 1911, classified according to Duration of Marriage and Age",,output/diagnostics/flagged_pages/1911_census_volume_iii_part_x_families/p0083_role_boundary_multiple_tables_cand_18_17_19_20_match_18_19.png,,
1911_census_volume_iii_part_x_families,104,103,non_table,23 | 22,,,The provided page image is blank.,output/diagnostics/flagged_pages/1911_census_volume_iii_part_x_families/p0104_role_non_table_cand_23_22_match_unknown.png,,
1911_census_volume_iii_part_xi_life_tables,4,3,boundary_multiple_tables,2 | 1 | 3,1 | 2,"1.—COMMONWEALTH.—MALE LIFE TABLE, 1881-90—continued. | 2.—COMMONWEALTH.—FEMALE LIFE TABLE, 1881-90.",,output/diagnostics/flagged_pages/1911_census_volume_iii_part_xi_life_tables/p0004_role_boundary_multiple_tables_cand_2_1_3_match_1_2.png,,
1911_census_volume_iii_part_xi_life_tables,6,5,boundary_multiple_tables,3 | 2 | 4,2 | 3,"2.—COMMONWEALTH.—FEMALE LIFE TABLE, 1881-90.—continued. | 3.—COMMONWEALTH.—MALE LIFE TABLE, 1891-1900.",,output/diagnostics/flagged_pages/1911_census_volume_iii_part_xi_life_tables/p0006_role_boundary_multiple_tables_cand_3_2_4_match_2_3.png,,
